1702,21.9,75.2
1703,22,75.2
1704,22,75.5
1705,21.9,75.4
1706,21.9,75.7
1707,21.9,75.6
1708,21.9,75.7
1709,22,75.6
1710,22,75.9
1711,22,75.6
1712,22,75.5
1713,22,75.6
1714,22,75.8
1715,22,75.6
1716,22.1,75.5
1717,22.1,75.1
1718,22.1,75.2
1719,22.1,75.4
1720,22.1,75.1
1721,22.1,75.4
1722,22.1,75.8
1723,22.1,75.5
1724,22.1,75.5
1725,22.1,76
1726,22.1,75.6
1727,22.2,75.8
1728,22.2,75.7
1729,22.1,75.6
1730,22.1,74.2
1731,22.1,73.5
1732,22.1,74
1733,22.1,74.3
1734,22.1,74.5
1735,22.1,74.6
1736,22.1,74.9
1737,22.1,74.5
1738,22.1,74.7
1739,22.2,74.7
1740,22.2,74.5
1741,22.2,74.3
1742,22.2,74.5
1743,22.2,74.7
1744,22.3,74.5
1745,22.2,74.3
1746,22.3,74
1747,22.3,74.1
1748,22.3,74.1
1749,22.3,74.4
1750,22.3,74.4
1751,22.3,74.8
1752,22.2,74.8
1753,22.3,74.6
1754,22.3,74.7
1755,22.3,74.3
1756,22.3,74.5
1757,22.3,74.4
1758,22.3,74.1
1759,22.3,74.1
1800,22.3,74.3
1801,22.3,74.3
1802,22.4,74.4
1803,22.4,73.6
1804,22.4,73.6
1805,22.4,73.5
1806,22.4,73.7
1807,22.4,74.4
1808,22.5,73.7
1809,22.5,73.7
1810,22.5,73.4
1811,22.5,73.3
1812,22.5,73.1
1813,22.5,73.3
1814,22.5,74.4
1815,22.5,73.6
1816,22.5,73.5
1817,22.5,73.7
1818,22.5,73.5
1819,22.5,73.9
1820,22.5,74
1821,22.5,73.9
1822,22.5,73.7
1823,22.5,74.7
1824,22.5,72.8
1825,22.5,72.6
1826,22.5,73.7
1827,22.5,71.7
1828,22.5,72.2
1829,22.5,73.1
1830,22.5,73.2
1831,22.5,73.1
1832,22.5,72.8
1833,22.5,72.7
1834,22.5,73.3
1835,22.6,73.1
1836,22.5,73
1837,22.6,72
1838,22.6,72.5
1839,22.6,72.5
1840,22.6,72
1841,22.6,72.2
1842,22.6,72.5
1843,22.6,72.7
1844,22.6,72.3
1845,22.6,72.5
1846,22.6,72.4
1847,22.6,72.7
1848,22.6,72.6
1849,22.7,72.7
1850,22.7,72.2
1851,22.7,71.4
1852,22.7,72.1
1853,22.7,72.3
1854,22.7,72.5
1855,22.7,71.4
1856,22.6,70.1
1857,22.7,70.7
1858,22.6,69.5
1859,22.6,69.5
1900,22.6,69.6
1901,22.6,69.8
1902,22.5,69.9
1903,22.6,70.4
1904,22.6,71.1
1905,22.6,70.5
1906,22.6,71
1907,22.6,70.3
1908,22.6,70
1909,22.7,70.6
1910,22.6,70.7
1911,22.5,71.3
1912,22.5,71.5
1913,22.5,72.4
1914,22.4,72.3
1915,22.4,72.7
1916,22.4,72.8
1917,22.4,72.5
1918,22.4,71.7
1919,22.4,71.3
1920,22.4,71.1
1921,22.4,71.1
1922,22.4,72.2
1923,22.4,72.3
1924,22.4,72.4
1925,22.4,72.5
1926,22.4,72.5
1927,22.3,72.3
1928,22.3,72.5
1929,22.3,71.4
1930,22.4,71.9
1931,22.4,72.4
1932,22.4,73.1
1933,22.4,73.1
1934,22.5,73.3
